date,quarter,commodity,export_volume_mt,export_value_aud_b,primary_vessel_class,provenance
2016-06-01,2016 Q2,Thermal Coal,48.546,3.307,Panamax / Supramax,live_disr_jun2026+cache
2016-09-01,2016 Q3,Bauxite,6.505,0.266,Capesize / Ultramax,live_disr_jun2026+cache
2016-09-01,2016 Q3,Iron Ore,204.767,13.495,Capesize (C5/C3),live_disr_jun2026+cache
2016-09-01,2016 Q3,LNG,12.155,4.6,LNG Carrier (174k),live_disr_jun2026+cache
2016-09-01,2016 Q3,Metallurgical Coal,46.267,5.498,Panamax / Capesize,live_disr_jun2026+cache
2016-09-01,2016 Q3,Thermal Coal,52.684,3.885,Panamax / Supramax,live_disr_jun2026+cache
2016-12-01,2016 Q4,Bauxite,6.03,0.258,Capesize / Ultramax,live_disr_jun2026+cache
2016-12-01,2016 Q4,Iron Ore,214.198,16.67,Capesize (C5/C3),live_disr_jun2026+cache
2016-12-01,2016 Q4,LNG,13.116,5.511,LNG Carrier (174k),live_disr_jun2026+cache
2016-12-01,2016 Q4,Metallurgical Coal,49.495,11.289,Panamax / Capesize,live_disr_jun2026+cache
2016-12-01,2016 Q4,Thermal Coal,51.876,5.227,Panamax / Supramax,live_disr_jun2026+cache
2017-03-01,2017 Q1,Bauxite,5.633,0.234,Capesize / Ultramax,live_disr_jun2026+cache
2017-03-01,2017 Q1,Iron Ore,192.029,17.571,Capesize (C5/C3),live_disr_jun2026+cache
2017-03-01,2017 Q1,LNG,12.902,5.742,LNG Carrier (174k),live_disr_jun2026+cache
2017-03-01,2017 Q1,Metallurgical Coal,42.949,10.009,Panamax / Capesize,live_disr_jun2026+cache
2017-03-01,2017 Q1,Thermal Coal,48.53,4.884,Panamax / Supramax,live_disr_jun2026+cache
2017-06-01,2017 Q2,Bauxite,6.684,0.284,Capesize / Ultramax,live_disr_jun2026+cache
2017-06-01,2017 Q2,Iron Ore,206.953,14.881,Capesize (C5/C3),live_disr_jun2026+cache
2017-06-01,2017 Q2,LNG,13.948,6.455,LNG Carrier (174k),live_disr_jun2026+cache
2017-06-01,2017 Q2,Metallurgical Coal,38.489,8.539,Panamax / Capesize,live_disr_jun2026+cache
2017-06-01,2017 Q2,Thermal Coal,48.649,4.905,Panamax / Supramax,live_disr_jun2026+cache
2017-09-01,2017 Q3,Bauxite,7.194,0.276,Capesize / Ultramax,live_disr_jun2026+cache
2017-09-01,2017 Q3,Iron Ore,210.524,15.803,Capesize (C5/C3),live_disr_jun2026+cache
2017-09-01,2017 Q3,LNG,14.702,6.483,LNG Carrier (174k),live_disr_jun2026+cache
2017-09-01,2017 Q3,Metallurgical Coal,47.242,8.82,Panamax / Capesize,live_disr_jun2026+cache
2017-09-01,2017 Q3,Thermal Coal,52.551,5.347,Panamax / Supramax,live_disr_jun2026+cache
2017-12-01,2017 Q4,Bauxite,7.689,0.305,Capesize / Ultramax,live_disr_jun2026+cache
2017-12-01,2017 Q4,Iron Ore,217.634,14.849,Capesize (C5/C3),live_disr_jun2026+cache
2017-12-01,2017 Q4,LNG,15.352,6.938,LNG Carrier (174k),live_disr_jun2026+cache
2017-12-01,2017 Q4,Metallurgical Coal,43.995,8.933,Panamax / Capesize,live_disr_jun2026+cache
2017-12-01,2017 Q4,Thermal Coal,50.611,5.695,Panamax / Supramax,live_disr_jun2026+cache
2018-03-01,2018 Q1,Bauxite,7.053,0.28,Capesize / Ultramax,live_disr_jun2026+cache
2018-03-01,2018 Q1,Iron Ore,197.897,15.055,Capesize (C5/C3),live_disr_jun2026+cache
2018-03-01,2018 Q1,LNG,16.113,8.462,LNG Carrier (174k),live_disr_jun2026+cache
2018-03-01,2018 Q1,Metallurgical Coal,43.326,9.936,Panamax / Capesize,live_disr_jun2026+cache
2018-03-01,2018 Q1,Thermal Coal,47.843,5.538,Panamax / Supramax,live_disr_jun2026+cache
2018-06-01,2018 Q2,Bauxite,7.944,0.329,Capesize / Ultramax,live_disr_jun2026+cache
2018-06-01,2018 Q2,Iron Ore,222.202,15.685,Capesize (C5/C3),live_disr_jun2026+cache
2018-06-01,2018 Q2,LNG,15.524,9.024,LNG Carrier (174k),live_disr_jun2026+cache
2018-06-01,2018 Q2,Metallurgical Coal,44.68,10.104,Panamax / Capesize,live_disr_jun2026+cache
2018-06-01,2018 Q2,Thermal Coal,51.696,6.006,Panamax / Supramax,live_disr_jun2026+cache
2018-09-01,2018 Q3,Bauxite,8.66,0.369,Capesize / Ultramax,live_disr_jun2026+cache
2018-09-01,2018 Q3,Iron Ore,206.173,15.508,Capesize (C5/C3),live_disr_jun2026+cache
2018-09-01,2018 Q3,LNG,18.353,12.023,LNG Carrier (174k),live_disr_jun2026+cache
2018-09-01,2018 Q3,Metallurgical Coal,43.962,9.906,Panamax / Capesize,live_disr_jun2026+cache
2018-09-01,2018 Q3,Thermal Coal,54.847,7.2,Panamax / Supramax,live_disr_jun2026+cache
2018-12-01,2018 Q4,Bauxite,7.854,0.33,Capesize / Ultramax,live_disr_jun2026+cache
2018-12-01,2018 Q4,Iron Ore,208.282,17.091,Capesize (C5/C3),live_disr_jun2026+cache
2018-12-01,2018 Q4,LNG,19.528,13.788,LNG Carrier (174k),live_disr_jun2026+cache
2018-12-01,2018 Q4,Metallurgical Coal,46.885,11.298,Panamax / Capesize,live_disr_jun2026+cache
2018-12-01,2018 Q4,Thermal Coal,53.268,6.861,Panamax / Supramax,live_disr_jun2026+cache
2019-03-01,2019 Q1,Bauxite,7.688,0.314,Capesize / Ultramax,live_disr_jun2026+cache
2019-03-01,2019 Q1,Iron Ore,186.013,18.383,Capesize (C5/C3),live_disr_jun2026+cache
2019-03-01,2019 Q1,LNG,17.936,12.915,LNG Carrier (174k),live_disr_jun2026+cache
2019-03-01,2019 Q1,Metallurgical Coal,43.888,10.573,Panamax / Capesize,live_disr_jun2026+cache
2019-03-01,2019 Q1,Thermal Coal,49.297,6.128,Panamax / Supramax,live_disr_jun2026+cache
2019-06-01,2019 Q2,Bauxite,9.344,0.388,Capesize / Ultramax,live_disr_jun2026+cache
2019-06-01,2019 Q2,Iron Ore,217.501,26.572,Capesize (C5/C3),live_disr_jun2026+cache
2019-06-01,2019 Q2,LNG,18.984,11.002,LNG Carrier (174k),live_disr_jun2026+cache
2019-06-01,2019 Q2,Metallurgical Coal,48.785,11.86,Panamax / Capesize,live_disr_jun2026+cache
2019-06-01,2019 Q2,Thermal Coal,52.367,5.77,Panamax / Supramax,live_disr_jun2026+cache
2019-09-01,2019 Q3,Bauxite,10.688,0.458,Capesize / Ultramax,live_disr_jun2026+cache
2019-09-01,2019 Q3,Iron Ore,213.075,26.984,Capesize (C5/C3),live_disr_jun2026+cache
2019-09-01,2019 Q3,LNG,20.218,12.683,LNG Carrier (174k),live_disr_jun2026+cache
2019-09-01,2019 Q3,Metallurgical Coal,45.607,10.245,Panamax / Capesize,live_disr_jun2026+cache
2019-09-01,2019 Q3,Thermal Coal,55.275,5.544,Panamax / Supramax,live_disr_jun2026+cache
2019-12-01,2019 Q4,Bauxite,11.428,0.417,Capesize / Ultramax,live_disr_jun2026+cache
2019-12-01,2019 Q4,Iron Ore,218.957,24.245,Capesize (C5/C3),live_disr_jun2026+cache
2019-12-01,2019 Q4,LNG,19.897,12.053,LNG Carrier (174k),live_disr_jun2026+cache
2019-12-01,2019 Q4,Metallurgical Coal,46.075,8.602,Panamax / Capesize,live_disr_jun2026+cache
2019-12-01,2019 Q4,Thermal Coal,55.337,5.218,Panamax / Supramax,live_disr_jun2026+cache
2020-03-01,2020 Q1,Bauxite,8.325,0.319,Capesize / Ultramax,live_disr_jun2026+cache
2020-03-01,2020 Q1,Iron Ore,196.586,23.106,Capesize (C5/C3),live_disr_jun2026+cache
2020-03-01,2020 Q1,LNG,20.082,12.561,LNG Carrier (174k),live_disr_jun2026+cache
2020-03-01,2020 Q1,Metallurgical Coal,42.838,8.053,Panamax / Capesize,live_disr_jun2026+cache
2020-03-01,2020 Q1,Thermal Coal,51.997,5.135,Panamax / Supramax,live_disr_jun2026+cache
2020-06-01,2020 Q2,Bauxite,10.584,0.454,Capesize / Ultramax,live_disr_jun2026+cache
2020-06-01,2020 Q2,Iron Ore,229.475,28.527,Capesize (C5/C3),live_disr_jun2026+cache
2020-06-01,2020 Q2,LNG,19.047,10.228,LNG Carrier (174k),live_disr_jun2026+cache
2020-06-01,2020 Q2,Metallurgical Coal,42.784,7.345,Panamax / Capesize,live_disr_jun2026+cache
2020-06-01,2020 Q2,Thermal Coal,50.081,4.478,Panamax / Supramax,live_disr_jun2026+cache
2020-09-01,2020 Q3,Bauxite,10.709,0.414,Capesize / Ultramax,live_disr_jun2026+cache
2020-09-01,2020 Q3,Iron Ore,217.912,30.04,Capesize (C5/C3),live_disr_jun2026+cache
2020-09-01,2020 Q3,LNG,18.406,6.047,LNG Carrier (174k),live_disr_jun2026+cache
2020-09-01,2020 Q3,Metallurgical Coal,42.791,5.634,Panamax / Capesize,live_disr_jun2026+cache
2020-09-01,2020 Q3,Thermal Coal,47.409,3.433,Panamax / Supramax,live_disr_jun2026+cache
2020-12-01,2020 Q4,Bauxite,7.828,0.303,Capesize / Ultramax,live_disr_jun2026+cache
2020-12-01,2020 Q4,Iron Ore,223.258,35.241,Capesize (C5/C3),live_disr_jun2026+cache
2020-12-01,2020 Q4,LNG,20.502,7.374,LNG Carrier (174k),live_disr_jun2026+cache
2020-12-01,2020 Q4,Metallurgical Coal,43.408,5.713,Panamax / Capesize,live_disr_jun2026+cache
2020-12-01,2020 Q4,Thermal Coal,50.034,3.578,Panamax / Supramax,live_disr_jun2026+cache
2021-03-01,2021 Q1,Bauxite,8.335,0.308,Capesize / Ultramax,live_disr_jun2026+cache
2021-03-01,2021 Q1,Iron Ore,204.556,38.529,Capesize (C5/C3),live_disr_jun2026+cache
2021-03-01,2021 Q1,LNG,19.989,8.344,LNG Carrier (174k),live_disr_jun2026+cache
2021-03-01,2021 Q1,Metallurgical Coal,41.058,5.591,Panamax / Capesize,live_disr_jun2026+cache
2021-03-01,2021 Q1,Thermal Coal,46.174,4.068,Panamax / Supramax,live_disr_jun2026+cache
2021-06-01,2021 Q2,Bauxite,8.909,0.314,Capesize / Ultramax,live_disr_jun2026+cache
2021-06-01,2021 Q2,Iron Ore,221.206,49.165,Capesize (C5/C3),live_disr_jun2026+cache
2021-06-01,2021 Q2,LNG,18.53,8.712,LNG Carrier (174k),live_disr_jun2026+cache
2021-06-01,2021 Q2,Metallurgical Coal,44.015,6.25,Panamax / Capesize,live_disr_jun2026+cache
2021-06-01,2021 Q2,Thermal Coal,48.433,4.93,Panamax / Supramax,live_disr_jun2026+cache
2021-09-01,2021 Q3,Bauxite,9.635,0.344,Capesize / Ultramax,live_disr_jun2026+cache
2021-09-01,2021 Q3,Iron Ore,219.808,41.264,Capesize (C5/C3),live_disr_jun2026+cache
2021-09-01,2021 Q3,LNG,21.262,14.172,LNG Carrier (174k),live_disr_jun2026+cache
2021-09-01,2021 Q3,Metallurgical Coal,41.28,9.514,Panamax / Capesize,live_disr_jun2026+cache
2021-09-01,2021 Q3,Thermal Coal,55.014,7.951,Panamax / Supramax,live_disr_jun2026+cache
2021-12-01,2021 Q4,Bauxite,8.513,0.3,Capesize / Ultramax,live_disr_jun2026+cache
2021-12-01,2021 Q4,Iron Ore,225.686,25.698,Capesize (C5/C3),live_disr_jun2026+cache
2021-12-01,2021 Q4,LNG,21.442,18.583,LNG Carrier (174k),live_disr_jun2026+cache
2021-12-01,2021 Q4,Metallurgical Coal,40.64,15.485,Panamax / Capesize,live_disr_jun2026+cache
2021-12-01,2021 Q4,Thermal Coal,49.169,9.716,Panamax / Supramax,live_disr_jun2026+cache
2022-03-01,2022 Q1,Bauxite,8.682,0.261,Capesize / Ultramax,live_disr_jun2026+cache
2022-03-01,2022 Q1,Iron Ore,206.443,31.112,Capesize (C5/C3),live_disr_jun2026+cache
2022-03-01,2022 Q1,LNG,19.848,17.979,LNG Carrier (174k),live_disr_jun2026+cache
2022-03-01,2022 Q1,Metallurgical Coal,39.693,18.456,Panamax / Capesize,live_disr_jun2026+cache
2022-03-01,2022 Q1,Thermal Coal,44.528,10.702,Panamax / Supramax,live_disr_jun2026+cache
2022-06-01,2022 Q2,Bauxite,9.128,0.271,Capesize / Ultramax,live_disr_jun2026+cache
2022-06-01,2022 Q2,Iron Ore,222.208,34.414,Capesize (C5/C3),live_disr_jun2026+cache
2022-06-01,2022 Q2,LNG,20.688,19.838,LNG Carrier (174k),live_disr_jun2026+cache
2022-06-01,2022 Q2,Metallurgical Coal,40.909,24.133,Panamax / Capesize,live_disr_jun2026+cache
2022-06-01,2022 Q2,Thermal Coal,47.506,17.889,Panamax / Supramax,live_disr_jun2026+cache
2022-09-01,2022 Q3,Bauxite,8.921,0.274,Capesize / Ultramax,live_disr_jun2026+cache
2022-09-01,2022 Q3,Iron Ore,221.711,28.74,Capesize (C5/C3),live_disr_jun2026+cache
2022-09-01,2022 Q3,LNG,19.684,25.414,LNG Carrier (174k),live_disr_jun2026+cache
2022-09-01,2022 Q3,Metallurgical Coal,38.867,15.886,Panamax / Capesize,live_disr_jun2026+cache
2022-09-01,2022 Q3,Thermal Coal,41.958,19.247,Panamax / Supramax,live_disr_jun2026+cache
2022-12-01,2022 Q4,Bauxite,9.202,0.327,Capesize / Ultramax,live_disr_jun2026+cache
2022-12-01,2022 Q4,Iron Ore,233.263,29.947,Capesize (C5/C3),live_disr_jun2026+cache
2022-12-01,2022 Q4,LNG,21.152,27.112,LNG Carrier (174k),live_disr_jun2026+cache
2022-12-01,2022 Q4,Metallurgical Coal,41.064,16.072,Panamax / Capesize,live_disr_jun2026+cache
2022-12-01,2022 Q4,Thermal Coal,44.662,19.961,Panamax / Supramax,live_disr_jun2026+cache
2023-03-01,2023 Q1,Bauxite,6.998,0.285,Capesize / Ultramax,live_disr_jun2026+cache
2023-03-01,2023 Q1,Iron Ore,215.337,32.941,Capesize (C5/C3),live_disr_jun2026+cache
2023-03-01,2023 Q1,LNG,20.671,22.555,LNG Carrier (174k),live_disr_jun2026+cache
2023-03-01,2023 Q1,Metallurgical Coal,34.609,14.362,Panamax / Capesize,live_disr_jun2026+cache
2023-03-01,2023 Q1,Thermal Coal,45.38,14.918,Panamax / Supramax,live_disr_jun2026+cache
2023-06-01,2023 Q2,Bauxite,8.992,0.398,Capesize / Ultramax,live_disr_jun2026+cache
2023-06-01,2023 Q2,Iron Ore,224.228,32.504,Capesize (C5/C3),live_disr_jun2026+cache
2023-06-01,2023 Q2,LNG,20.025,17.157,LNG Carrier (174k),live_disr_jun2026+cache
2023-06-01,2023 Q2,Metallurgical Coal,41.748,15.601,Panamax / Capesize,live_disr_jun2026+cache
2023-06-01,2023 Q2,Thermal Coal,50.131,11.374,Panamax / Supramax,live_disr_jun2026+cache
2023-09-01,2023 Q3,Bauxite,10.134,0.457,Capesize / Ultramax,live_disr_jun2026+cache
2023-09-01,2023 Q3,Iron Ore,222.788,32.859,Capesize (C5/C3),live_disr_jun2026+cache
2023-09-01,2023 Q3,LNG,19.72,16.769,LNG Carrier (174k),live_disr_jun2026+cache
2023-09-01,2023 Q3,Metallurgical Coal,35.851,11.943,Panamax / Capesize,live_disr_jun2026+cache
2023-09-01,2023 Q3,Thermal Coal,51.238,9.746,Panamax / Supramax,live_disr_jun2026+cache
2023-12-01,2023 Q4,Bauxite,11.357,0.54,Capesize / Ultramax,live_disr_jun2026+cache
2023-12-01,2023 Q4,Iron Ore,229.343,37.954,Capesize (C5/C3),live_disr_jun2026+cache
2023-12-01,2023 Q4,LNG,20.243,17.842,LNG Carrier (174k),live_disr_jun2026+cache
2023-12-01,2023 Q4,Metallurgical Coal,39.044,14.973,Panamax / Capesize,live_disr_jun2026+cache
2023-12-01,2023 Q4,Thermal Coal,55.455,10.269,Panamax / Supramax,live_disr_jun2026+cache
2024-03-01,2024 Q1,Bauxite,7.883,0.416,Capesize / Ultramax,live_disr_jun2026+cache
2024-03-01,2024 Q1,Iron Ore,210.171,34.263,Capesize (C5/C3),live_disr_jun2026+cache
2024-03-01,2024 Q1,LNG,20.984,18.124,LNG Carrier (174k),live_disr_jun2026+cache
2024-03-01,2024 Q1,Metallurgical Coal,36.485,14.254,Panamax / Capesize,live_disr_jun2026+cache
2024-03-01,2024 Q1,Thermal Coal,48.948,8.743,Panamax / Supramax,live_disr_jun2026+cache
2024-06-01,2024 Q2,Bauxite,11.124,0.626,Capesize / Ultramax,live_disr_jun2026+cache
2024-06-01,2024 Q2,Iron Ore,235.953,32.774,Capesize (C5/C3),live_disr_jun2026+cache
2024-06-01,2024 Q2,LNG,19.967,15.853,LNG Carrier (174k),live_disr_jun2026+cache
2024-06-01,2024 Q2,Metallurgical Coal,39.333,13.006,Panamax / Capesize,live_disr_jun2026+cache
2024-06-01,2024 Q2,Thermal Coal,49.379,8.456,Panamax / Supramax,live_disr_jun2026+cache
2024-09-01,2024 Q3,Bauxite,12.154,0.716,Capesize / Ultramax,live_disr_jun2026+cache
2024-09-01,2024 Q3,Iron Ore,226.315,27.891,Capesize (C5/C3),live_disr_jun2026+cache
2024-09-01,2024 Q3,LNG,19.693,15.922,LNG Carrier (174k),live_disr_jun2026+cache
2024-09-01,2024 Q3,Metallurgical Coal,38.217,11.296,Panamax / Capesize,live_disr_jun2026+cache
2024-09-01,2024 Q3,Thermal Coal,53.677,9.057,Panamax / Supramax,live_disr_jun2026+cache
2024-12-01,2024 Q4,Bauxite,11.402,0.738,Capesize / Ultramax,live_disr_jun2026+cache
2024-12-01,2024 Q4,Iron Ore,229.2,29.618,Capesize (C5/C3),live_disr_jun2026+cache
2024-12-01,2024 Q4,LNG,20.597,17.541,LNG Carrier (174k),live_disr_jun2026+cache
2024-12-01,2024 Q4,Metallurgical Coal,39.009,10.57,Panamax / Capesize,live_disr_jun2026+cache
2024-12-01,2024 Q4,Thermal Coal,56.994,9.773,Panamax / Supramax,live_disr_jun2026+cache
2025-03-01,2025 Q1,Bauxite,8.772,0.826,Capesize / Ultramax,live_disr_jun2026+cache
2025-03-01,2025 Q1,Iron Ore,206.201,28.563,Capesize (C5/C3),live_disr_jun2026+cache
2025-03-01,2025 Q1,LNG,19.275,15.845,LNG Carrier (174k),live_disr_jun2026+cache
2025-03-01,2025 Q1,Metallurgical Coal,32.738,8.608,Panamax / Capesize,live_disr_jun2026+cache
2025-03-01,2025 Q1,Thermal Coal,46.399,7.037,Panamax / Supramax,live_disr_jun2026+cache
2025-06-01,2025 Q2,Bauxite,10.84,1.013,Capesize / Ultramax,live_disr_jun2026+cache
2025-06-01,2025 Q2,Iron Ore,237.878,30.254,Capesize (C5/C3),live_disr_jun2026+cache
2025-06-01,2025 Q2,LNG,19.562,15.317,LNG Carrier (174k),live_disr_jun2026+cache
2025-06-01,2025 Q2,Metallurgical Coal,37.037,8.84,Panamax / Capesize,live_disr_jun2026+cache
2025-06-01,2025 Q2,Thermal Coal,47.792,6.127,Panamax / Supramax,live_disr_jun2026+cache
2025-09-01,2025 Q3,Bauxite,12.786,0.949,Capesize / Ultramax,live_disr_jun2026+cache
2025-09-01,2025 Q3,Iron Ore,231.379,29.41,Capesize (C5/C3),live_disr_jun2026+cache
2025-09-01,2025 Q3,LNG,19.144,14.54,LNG Carrier (174k),live_disr_jun2026+cache
2025-09-01,2025 Q3,Metallurgical Coal,37.2,8.667,Panamax / Capesize,live_disr_jun2026+cache
2025-09-01,2025 Q3,Thermal Coal,57.24,7.424,Panamax / Supramax,live_disr_jun2026+cache
2025-12-01,2025 Q4,Bauxite,11.748,0.788,Capesize / Ultramax,live_disr_jun2026+cache
2025-12-01,2025 Q4,Iron Ore,247.75,32.617,Capesize (C5/C3),live_disr_jun2026+cache
2025-12-01,2025 Q4,LNG,20.018,14.484,LNG Carrier (174k),live_disr_jun2026+cache
2025-12-01,2025 Q4,Metallurgical Coal,39.643,9.673,Panamax / Capesize,live_disr_jun2026+cache
2025-12-01,2025 Q4,Thermal Coal,57.879,7.783,Panamax / Supramax,live_disr_jun2026+cache
2026-03-01,2026 Q1,Bauxite,7.763,0.5,Capesize / Ultramax,live_disr_jun2026+cache
2026-03-01,2026 Q1,Iron Ore,217.593,27.031,Capesize (C5/C3),live_disr_jun2026+cache
2026-03-01,2026 Q1,LNG,19.663,13.042,LNG Carrier (174k),live_disr_jun2026+cache
2026-03-01,2026 Q1,Metallurgical Coal,32.633,8.315,Panamax / Capesize,live_disr_jun2026+cache
2026-03-01,2026 Q1,Thermal Coal,45.71,6.217,Panamax / Supramax,live_disr_jun2026+cache
